"Ссылка-href","Польз","Наименование","Адрес","Район","цена","Общая площадь","Этаж","Жилая площадь","Количество комнат","Площадь кухни","Высота потолков","Этажей в доме","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_1404_m_513_et._3403239625","Самолет плюс Омск-Центр Агентство недвижимости","3-к. квартира, 140,4 м², 5/13 эт.","Омская область, Омск, Волочаевская ул., 11/1","р-н Центральный","20 500 000","140.4","","94","3","25.5","","13","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_33_m_810_et._3071568283","","Квартира-студия, 33 м², 8/10 эт.","Омская область, Омск, микрорайон Городок Нефтяников, 2-я Поселковая ул., 24","р-н Советский","2 300","33","","","","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_55_m_1416_et._3561841993","-","2-к. квартира, 55 м², 14/16 эт.","Омская область, Омск, ул. Перелёта, 28","р-н Кировский","8 350 000","55","","30","2","14","","16","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_45_m_312_et._3364930333","Оксана","Квартира-студия, 45 м², 3/12 эт.","Омская область, Омск, ул. Дианова, 25","р-н Кировский","1 899","45","","","","","1500","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_609_m_33_et._3076421755","АН ДОМОФОН","3-к. квартира, 60,9 м², 3/3 эт.","Омская область, Омск, Ленинский округ, микрорайон Московка, ул. Константина Заслонова, 3А","р-н Ленинский","3 300 000","60.9","","41.5","3","6.4","","3","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_36_m_1010_et._3515144021","","1-к. квартира, 36 м², 10/10 эт.","Омская область, Омск, Фрезерная ул., 40","р-н Ленинский","3 718 000","36","","17","1","9","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_45_m_55_et._1382414399","Апартаменты RENT-сервис","2-к. квартира, 45 м², 5/5 эт.","Омская область, Омск, Спортивный пр., 2","р-н Центральный","2 175","45","","","2","","2300","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_51_m_55_et._3466283337","-","3-к. квартира, 51 м², 5/5 эт.","Омская область, Омск, посёлок 40 лет Октября, Камерный пер., 42","р-н Октябрьский","3 450 000","51","5","","3","5.8","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_41_m_1114_et._2448484421","Елена","1-к. квартира, 41 м², 11/14 эт.","Омская область, Омск, ул. Куйбышева, 113к1","р-н Октябрьский","1 990","41","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_415_m_612_et._2959012784","Максим","1-к. квартира, 41,5 м², 6/12 эт.","Омская область, Омск, ул. Богдана Хмельницкого, 46","р-н Центральный","1 700","41.5","","","1","","2000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_766_m_713_et._1903549300","-","3-к. квартира, 76,6 м², 7/13 эт.","Омск, улица Маршала Жукова, 107","р-н Центральный","11 450 000","76.6","","56.2","3","20.4","","13","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_35_m_214_et._2153178735","Апартаменты Чей Чемодан","Квартира-студия, 35 м², 2/14 эт.","Омск, улица Крупской, 14к2","р-н Кировский","1 895","35","","","","","1500","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_366_m_15_et._3729748149","Город Солнца","1-к. квартира, 36,6 м², 1/5 эт.","Омская область, Омск, микрорайон Московка, 2-я Ленинградская ул., 26","р-н Ленинский","3 600 000","36.6","","18","1","7.6","евро","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_564_m_59_et._3401410508","Этажи Омск","3-к. квартира, 56,4 м², 5/9 эт.","Омская область, Омск, ул. Крупской, 14к5","р-н Кировский","7 500 000","56.4","5","","3","13.7","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_603_m_44_et._3524255986","АН ДОМОФОН","2-к. квартира, 60,3 м², 4/4 эт.","Омская область, Омск, пр-т Карла Маркса, 22","р-н Центральный","7 500 000","60.3","","25","2","8","","4","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_55_m_510_et._3031335723","Ольга","2-к. квартира, 55 м², 5/10 эт.","Омская область, Омск, ул. Крупской, 14к1","р-н Кировский","2 600","55","","","2","","2000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_41_m_215_et._3000230780","ЮЛИЯ","Квартира-студия, 41 м², 2/15 эт.","Омская область, Омск, ул. Красный Путь, 103к4","р-н Советский","2 700","41","","","","","2700","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_575_m_25_et._3544520088","ООО ""ГЮЦН ""Эталон""","4-к. квартира, 57,5 м², 2/5 эт.","Омская область, Омск, микрорайон Городок Нефтяников, ул. Энтузиастов, 15","р-н Советский","5 000 000","57.5","","42.4","4","5.4","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_75_m_19_et._3407865366","","2-к. квартира, 75 м², 1/9 эт.","Омская область, Омск, ул. Перелёта, 29","р-н Кировский","2 800","75","","","2","","3000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_38_m_69_et._3470648449","Кристина","1-к. квартира, 38 м², 6/9 эт.","Омская область, Омск, ул. Крупской, 5","р-н Кировский","1 399","38","","","1","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_42_m_29_et._2908538589","Ольга","1-к. квартира, 42 м², 2/9 эт.","Омская область, Омск, ул. Куйбышева, 113А","р-н Октябрьский","2 000","42","","","1","","2000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_621_m_15_et._3370970667","Самолет плюс Омск-Центр Агентство недвижимости","3-к. квартира, 62,1 м², 1/5 эт.","Омская область, Омск, посёлок Чкаловский, ул. 75-й Гвардейской Бригады, 10","р-н Октябрьский","5 150 000","62.1","","45.7","3","6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_93_m_710_et._3365729299","","4-к. квартира, 93 м², 7/10 эт.","Омская область, Омск, Харьковская ул., 3к1","р-н Октябрьский","8 500 000","93","","82","4","11","260","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_703_m_410_et._3408995584","Наталья","3-к. квартира, 70,3 м², 4/10 эт.","Омская область, Омск, ул. Масленникова, 45","р-н Октябрьский","7 700 000","70.3","","48.6","3","9.3","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_38_m_914_et._2980333908","Лидия","1-к. квартира, 38 м², 9/14 эт.","Омская область, Омск, пр-т Карла Маркса, 68","р-н Ленинский","1 990","38","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_625_m_79_et._3539920472","-","2-к. квартира, 62,5 м², 7/9 эт.","Омская область, Омск, ул. Масленникова, 58","р-н Центральный","14 600 000","62.5","7","","2","20","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_433_m_12_et._3390195012","Альфа Риелт","2-к. квартира, 43,3 м², 1/2 эт.","Омская область, Омск, ул. Пушкина, 107","р-н Центральный","3 550 000","43.3","","26-Feb","2","8.4","","2","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_63_m_910_et._3336561312","","3-к. квартира, 63 м², 9/10 эт.","Омская область, Омск, Мельничная ул., 58В","р-н Кировский","6 400 000","63","","42","3","12","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_33_m_15_et._3415544243","","1-к. квартира, 33 м², 1/5 эт.","Омская область, Омск, ул. 16-й Военный Городок, 406","р-н Октябрьский","2 000","33","","","1","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_33_m_25_et._3247272617","Апартаменты RENT-сервис","1-к. квартира, 33 м², 2/5 эт.","Омская область, Омск, б-р Победы, 1","р-н Центральный","1 975","33","","","1","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_61_m_59_et._3657900239","Агентство недвижимости «МИАРД ВЛАДИС»","3-к. квартира, 61 м², 5/9 эт.","Омская область, Омск, ул. Ватутина, 4","р-н Кировский","5 750 000","61","","42","3","8","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_64_m_25_et._3370774182","Самолет плюс Омск-Центр Агентство недвижимости","3-к. квартира, 64 м², 2/5 эт.","Омская область, Омск, ул. Красный Путь, 28А","р-н Центральный","8 300 000","64","","55","3","6","","1","","","","","","","","","","","","","","","","","",""
